id,input_text,target_summary
55,11월 24일 부산 출발 4명인데 숙소는 하얏트 급으로 원하고 골프는 스카이힐이랑 테디밸리로 잡아주세요,고객님 11월 24일 부산 출발 하얏트 숙박 스카이힐+테디밸리 일정 견적입니다
56,김동철님 11월 6일 출발인데 항공 시간이 너무 늦어요 30분만 더 당길 수 없나요?,고객님 항공편 시간을 확인해 보니 30분 앞당긴 07:45 출발편으로 변경 가능합니다
57,혹시 이번 추석 연휴에 제주도 골프장 그린피 할증 붙나요? 평소보다 얼마나 더 비싼가요?,고객님 추석 연휴 기간에는 주말 요금이 적용되어 평소보다 약 3~5만원 정도 비쌉니다
58,태국 치앙마이는 비자 필요한가요? 여권만 있으면 되나요?,고객님 태국은 무비자 입국이 가능하므로 유효기간 6개월 이상 남은 여권만 있으면 됩니다
59,일본 골프 여행 갈 때 110v 돼지코 어댑터 챙겨가야 하나요 호텔에 있나요?,고객님 일본은 110v를 사용하므로 돼지코 어댑터를 챙겨가시는 것이 좋습니다 호텔 대여는 수량이 부족할 수 있습니다
60,베트남 다낭 뉴월드 호텔 조식 맛있나요? 부모님 모시고 가는 거라 신경 쓰여서요,고객님 다낭 뉴월드 호텔 조식은 한식 메뉴도 있고 종류가 다양해서 평이 아주 좋습니다
61,김진명님 10월 26일 출발인데 지금이라도 여행자 보험 가입 가능한가요?,고객님 출발 전까지 여행자 보험 가입이 가능하며 생년월일 알려주시면 진행해 드리겠습니다
62,혹시 이번 패키지에 포함된 마사지는 팁 별도인가요?,고객님 패키지에 포함된 마사지는 팁이 별도이며 보통 2~3달러 정도 주시면 됩니다
63,11월 23일 대구 출발 단체 팀인데 저녁 식사 할 만한 곳 예약도 대행해 주시나요?,고객님 단체 식사 예약 대행 가능하며 원하시는 메뉴와 예산 알려주시면 섭외해 드리겠습니다
64,혹시 2월에 가는 일본 골프 여행은 날씨가 많이 춥나요?,고객님 2월 일본 본토는 쌀쌀할 수 있지만 오키나와나 규슈 지역은 골프 치기에 괜찮습니다
65,김동철님 부산 출발인데 공항 미팅 장소가 어디인가요?,고객님 김해공항 국제선 청사 1층 3번 게이트 앞에서 가이드와 미팅하시면 됩니다
66,혹시 이번에 가는 골프장은 2인 플레이 보장되나요? 조인되는 거 싫어서요,고객님 해당 상품은 2인 플레이 보장 상품이라 다른 팀과 조인되지 않습니다
67,10월 11일 김종기님 숙소 더원호텔로 확정됐는데 트윈 베드 맞나요?,고객님 더원호텔 트윈 베드로 예약 확정되었으니 안심하셔도 됩니다
68,혹시 현지에서 라운딩 추가하고 싶으면 현장에서 바로 결제하면 되나요?,고객님 현지 라운딩 추가는 티오프 상황에 따라 다르며 가이드에게 문의하시면 됩니다
69,이번 여행에 포함된 식사는 호텔 조식만인가요? 중석식은 어떻게 하나요?,고객님 식사는 호텔 조식만 포함이며 중석식은 클럽하우스나 외부 식당을 이용하시면 됩니다
70,혹시 7월 25일 출발하는 비행기 좌석 2개 붙여서 배정해 주실 수 있나요?,고객님 사전 좌석 지정은 항공사 홈페이지에서 직접 하셔야 하며 공항에서 요청하실 수도 있습니다
71,김수경님 일행 중에 채식주의자가 있는데 식사 메뉴 조절 가능한가요?,고객님 기내식과 호텔 조식에 채식 메뉴가 있는지 확인하고 요청해 드리겠습니다
72,혹시 이번 여행 상품 현금 영수증 발행 가능한가요?,고객님 여행 상품가는 현금 영수증 발행이 가능하며 사업자 번호나 휴대폰 번호 알려주세요
73,11월 30일 김상수님 팀 렌트카 카니발 말고 스타리아로 변경 가능한가요?,고객님 렌트카 차종을 카니발에서 스타리아로 변경 가능하며 요금 차이는 없습니다
74,베트남 달랏 11월 1일 출발 4명 견적 부탁드려요 호텔은 TTC로 하고요,고객님 11월 1일 달랏 4인 TTC 호텔 숙박 견적은 1인 145만원입니다
75,혹시 지금 예약하면 취소할 때 위약금 나오나요? 아직 확실하지 않아서요,고객님 예약 후 7일 이내 취소 시에는 위약금이 없으나 그 이후에는 규정에 따라 부과됩니다
76,내일 제주도 비 온다는데 골프장 휴장하면 전액 환불 되나요?,고객님 골프장 휴장 결정 시에는 100% 전액 환불 처리해 드립니다
77,혹시 현지 기사님 팁은 달러로 줘야 하나요? 한국 돈은 안 받나요?,고객님 현지 기사님 팁은 달러나 현지 화폐로 주시는 것이 좋으며 한국 돈은 환전이 어려워 받지 않습니다
78,김형표님 8월 21일 그린필드 티업 시간 8시 24분 맞나요? 다시 한번 확인해 주세요,고객님 확인해 보니 8월 21일 그린필드 티업 시간은 08:24가 정확합니다
79,이번에 가는 파타야 골프장은 카트 페어웨이 진입 가능한가요?,고객님 해당 골프장은 우천 시를 제외하고는 카트의 페어웨이 진입이 허용됩니다
80,혹시 10월 20일 부산 출발 에어부산 항공권 포함해서 크라운이랑 더클래식 견적 좀 주세요,고객님 부산 출발 에어부산 포함 10월 20일 2인 크라운+더클래식 견적서 보내드렸습니다
81,김동철님 부산 출발 항공편 예약번호가 조회가 안 된다고 하시는데 확인 좀 해주세요,고객님 항공사 시스템 오류로 잠시 조회가 안 될 수 있으니 30분 뒤에 다시 시도해 보시기 바랍니다
82,혹시 이번 여행 가이드님 한국 사람인가요? 현지인인가요?,고객님 이번 여행은 한국인 가이드가 전 일정 동행하며 편안하게 모실 예정입니다
83,12월 19일 에코랜드 2인 노캐디 라운딩 확정서 보내주실 수 있나요?,고객님 에코랜드 2인 노캐디 라운딩 확정서 카톡으로 발송해 드렸습니다
84,혹시 일본 골프 여행 갈 때 골프백 커버 씌워야 하나요?,고객님 골프백 보호를 위해 항공 커버를 씌우시는 것을 권장하며 공항에서도 구매 가능합니다
85,김진명님 10월 26일 출발인데 공항 주차장 예약 대행도 해주시나요?,고객님 공항 주차장 예약은 직접 하셔야 하며 인천공항 홈페이지를 이용하시면 됩니다
86,혹시 이번 여행에 쇼핑센터 방문 몇 회나 있나요? 쇼핑 강요는 없나요?,고객님 이번 상품은 쇼핑센터 방문 3회가 포함되어 있으나 강요는 전혀 없으니 안심하셔도 됩니다
87,11월 23일 대구 출발 12명 단체인데 룸 배정표 미리 받을 수 있을까요?,고객님 호텔 룸 배정표는 출발 3일 전에 확정되어 나오니 그때 보내드리겠습니다
88,혹시 현지에서 마사지 샵 추천해 주실 수 있나요? 가격대도 알려주세요,고객님 현지 가이드가 검증된 마사지 샵을 안내해 드릴 예정이며 가격은 2시간 기준 약 3~4만원입니다
89,김수경님 일행 중에 휠체어 사용하시는 분이 계신데 이동 차량에 휠체어 실을 수 있나요?,고객님 휠체어 탑재가 가능한 대형 밴으로 차량을 배정해 드리겠습니다
90,혹시 이번 여행 여행자 보험 보장 내역서 보내주실 수 있나요?,고객님 여행자 보험 보장 내역서 이메일로 발송해 드렸으니 확인 부탁드립니다
91,10월 22일 청주 출발 조철님 항공권 발권 완료됐나요? 이티켓 못 받으셨대요,고객님 항공권 발권 완료되었으며 이티켓 다시 한번 문자 전송해 드렸습니다
92,혹시 현지에서 사용할 유심칩 미리 구매해야 하나요? 공항에서 살 수 있나요?,고객님 유심칩은 한국에서 미리 구매하시거나 현지 공항에서도 구매 가능합니다
93,김동철님 부산 출발 항공편 좌석 지정 미리 할 수 있나요?,고객님 사전 좌석 지정은 항공사 홈페이지에서 직접 가능하며 출발 24시간 전부터 열립니다
94,혹시 이번 여행 식당 메뉴 미리 알 수 있나요? 못 먹는 음식이 있어서요,고객님 식당 및 메뉴 리스트 보내드릴 테니 못 드시는 음식은 미리 말씀해 주시면 조절해 드리겠습니다
95,11월 6일 강현주님 팀 공항 미팅 보드에 뭐라고 적혀 있나요?,고객님 공항 미팅 보드에는 '강현주님 일행 환영'이라고 적혀 있을 예정입니다
96,혹시 이번 여행 일정표 파일로 받을 수 있나요? 출력해서 가져가려고요,고객님 상세 일정표 파일 카톡으로 보내드렸으니 다운로드하여 사용하시면 됩니다
97,김진명님 10월 26일 출발인데 환전은 얼마나 해가면 좋을까요?,고객님 현지 개인 경비로 1인당 약 300달러 정도 환전해 가시면 충분하실 겁니다
98,혹시 이번 여행 호텔에 수영장 있나요? 이용 시간도 알려주세요,고객님 숙박하시는 호텔에 야외 수영장이 있으며 이용 시간은 오전 7시부터 오후 9시까지입니다
99,11월 23일 대구 출발 12명 단체인데 현수막 제작도 해주시나요?,고객님 여행사 특전으로 기념 현수막 제작하여 공항 미팅 시 전달해 드리겠습니다
100,혹시 이번 여행 가이드 팁 포함인가요? 불포함인가요?,고객님 가이드 기사 팁은 1인당 전 일정 40달러 현지 지불 조건입니다
101,김수경님 일행 중에 임산부가 계신데 라운딩 가능한가요?,고객님 임산부 라운딩은 안전상의 이유로 권장하지 않으나 본인 책임하에 가능은 합니다
102,혹시 이번 여행 호텔에 칫솔 치약 구비되어 있나요?,고객님 호텔에 어메니티로 칫솔 치약이 구비되어 있으나 개인 용품 챙겨가시는 것을 추천합니다
103,10월 22일 청주 출발 조철님 공항 주차비 지원되나요?,고객님 공항 주차비 지원은 불가하며 개별적으로 정산하셔야 합니다
104,혹시 이번 여행 선택 관광 리스트 미리 볼 수 있나요?,고객님 선택 관광 리스트와 요금표 보내드릴 테니 참고하시기 바랍니다
105,김동철님 부산 출발 항공편 기내식 제공되나요?,고객님 해당 항공편은 저비용 항공사라 기내식이 제공되지 않으며 사전 주문 가능합니다
106,혹시 이번 여행 호텔 객실 내 와이파이 무료인가요?,고객님 호텔 전 객실 및 로비에서 무료 와이파이 이용 가능합니다
107,11월 6일 강현주님 팀 현지 날씨 어떤가요? 옷차림 어떻게 해야 하나요?,고객님 현지 날씨는 한국의 초가을 날씨와 비슷하니 얇은 긴팔 위주로 챙기시면 됩니다
108,혹시 이번 여행 일정 중에 쇼핑센터 방문 시간 얼마나 되나요?,고객님 쇼핑센터 방문 시간은 한 곳당 약 40분~1시간 정도 소요됩니다
109,김진명님 10월 26일 출발인데 공항 라운지 이용권 주나요?,고객님 공항 라운지 이용권은 제공되지 않으나 PP카드 소지 시 이용 가능합니다
110,혹시 이번 여행 호텔 주변에 편의점이나 마트 있나요?,고객님 호텔 도보 5분 거리에 편의점과 대형 마트가 있어 이용하시기 편리합니다
111,11월 23일 대구 출발 12명 단체인데 버스 좌석 배열 어떻게 되나요?,고객님 28인승 리무진 버스로 배정되며 좌석은 2-1 배열로 넉넉합니다
112,혹시 이번 여행 가이드님 연락처 미리 알 수 있나요?,고객님 배정된 가이드님 연락처는 출발 2일 전에 확정되어 안내해 드릴 예정입니다
113,김수경님 일행 중에 생일이신 분이 계신데 케이크 준비해 주실 수 있나요?,고객님 생일 축하 케이크 준비해 드릴 수 있으며 저녁 식사 시간에 제공해 드리겠습니다
114,혹시 이번 여행 호텔 조식 시간은 몇 시부터인가요?,고객님 호텔 조식은 오전 6시 30분부터 10시까지 이용 가능합니다
115,10월 22일 청주 출발 조철님 항공편 수하물 파손 시 보상되나요?,고객님 수하물 파손 시 항공사 규정에 따라 보상 가능하며 현장에서 즉시 신고하셔야 합니다
116,혹시 이번 여행 일정 변경 가능한가요? 하루 자유 일정 넣고 싶어서요,고객님 단독 행사라 원하시는 대로 일정 조율 가능하며 자유 일정 추가해 드리겠습니다
117,김동철님 부산 출발 항공편 마일리지 적립되나요?,고객님 해당 항공권은 특가 운임이라 마일리지 적립이 불가하거나 적립률이 낮을 수 있습니다
118,혹시 이번 여행 호텔에 헬스장 있나요? 운동화 챙겨가야 하나요?,고객님 호텔 내 피트니스 센터가 있으며 이용하시려면 운동화와 운동복 지참하셔야 합니다
119,11월 6일 강현주님 팀 현지 병원 이용 시 보험 처리되나요?,고객님 가입하신 여행자 보험으로 현지 병원비 보상 청구 가능하며 진단서와 영수증 챙기셔야 합니다
120,혹시 이번 여행 팁 줄 때 달러 소액권 많이 필요한가요?,고객님 매너팁 용도로 1달러 지폐를 10~20장 정도 준비해 가시면 유용하게 쓰실 수 있습니다
121,김진명님 10월 26일 출발인데 공항 환전소 운영 시간 어떻게 되나요?,고객님 인천공항 환전소는 대부분 오전 6시부터 오후 9시까지 운영합니다
122,혹시 이번 여행 호텔 객실에 드라이기 있나요?,고객님 호텔 객실 내 헤어드라이기가 비치되어 있어 따로 안 챙기셔도 됩니다
123,11월 23일 대구 출발 12명 단체인데 노래방 기기 있는 식당 예약되나요?,고객님 노래방 시설이 완비된 한식당으로 저녁 식사 예약해 드리겠습니다
124,혹시 이번 여행 가이드님 팁 미리 달러로 환전해 드려도 되나요?,고객님 가이드 팁은 현지에서 달러로 직접 전달해 주시면 감사하겠습니다
125,김수경님 일행 중에 흡연자가 계신데 호텔 내 흡연 가능한가요?,고객님 호텔 객실은 전면 금연이며 지정된 흡연 구역을 이용하셔야 합니다
126,혹시 이번 여행 일정 중에 마사지 추가 가능한가요?,고객님 현지에서 가이드에게 말씀하시면 마사지 추가 예약 가능합니다
127,10월 22일 청주 출발 조철님 항공편 웹 체크인 가능한가요?,고객님 출발 24시간 전부터 항공사 모바일 앱을 통해 웹 체크인이 가능합니다
128,혹시 이번 여행 호텔에 세탁 서비스 있나요?,고객님 유료 세탁 서비스 이용 가능하며 객실 내 런드리 백에 담아두시면 됩니다
129,김동철님 부산 출발 항공편 기내 면세품 구매 가능한가요?,고객님 기내 면세품 구매 가능하며 사전에 온라인으로 주문하시면 편리합니다
130,혹시 이번 여행 현지 유심 데이터 무제한인가요?,고객님 제공해 드리는 유심은 일 2GB 고속 데이터 후 저속 무제한 상품입니다
131,11월 6일 강현주님 팀 여행자 보험 나이 제한 있나요?,고객님 만 80세 이상은 여행자 보험 가입이 제한될 수 있으며 별도 플랜으로 안내해 드립니다
132,혹시 이번 여행 일정 중에 자유 쇼핑 시간 있나요?,고객님 마지막 날 공항 가기 전에 대형 쇼핑몰에서 자유 쇼핑 시간을 드릴 예정입니다
133,김진명님 10월 26일 출발인데 공항 코트룸 서비스 이용 가능한가요?,고객님 겨울 외투 보관 서비스 이용 가능하며 유료로 제공됩니다
134,혹시 이번 여행 호텔 객실 뷰 업그레이드 가능한가요?,고객님 추가 비용 지불 시 오션뷰나 고층 객실로 업그레이드 가능합니다
135,11월 23일 대구 출발 12명 단체인데 여행 토퍼 제작해 주시나요?,고객님 여행 기념 토퍼 제작하여 출발 전에 택배로 보내드리겠습니다
136,혹시 이번 여행 가이드님 한국어 잘하시나요?,고객님 한국어 구사가 유창한 현지 가이드 또는 한국인 가이드가 배정됩니다
137,김수경님 일행 중에 유아 동반 시 베이비시터 서비스 가능한가요?,고객님 호텔 내 베이비시터 서비스 이용 가능하며 사전 예약 필수입니다
138,혹시 이번 여행 일정표에 있는 식당 변경 가능한가요?,고객님 원하시는 메뉴나 식당이 있으시면 반영하여 일정 조정해 드리겠습니다
139,10월 22일 청주 출발 조철님 항공편 비상구 좌석 구매 가능한가요?,고객님 비상구 좌석은 공항 체크인 카운터에서 유료로 구매 가능합니다
140,혹시 이번 여행 호텔 체크아웃 시간 연장 가능한가요?,고객님 레이트 체크아웃 가능하며 시간당 추가 요금이 발생할 수 있습니다
141,김동철님 부산 출발 항공편 기내 수하물 액체류 반입 규정 어떻게 되나요?,고객님 기내 반입 액체류는 100ml 이하 용기에 담아 투명 지퍼백에 넣으셔야 합니다
142,혹시 이번 여행 현지 콘센트 전압 한국이랑 같나요?,고객님 현지 전압은 한국과 동일하거나 멀티 어댑터가 필요 없는 경우가 많습니다
143,11월 6일 강현주님 팀 여행 경비 현금 영수증 말고 세금계산서 발행되나요?,고객님 사업자 등록증 보내주시면 여행 알선 수수료에 대해 세금계산서 발행 가능합니다
144,혹시 이번 여행 일정 중에 야시장 방문 하나요?,고객님 저녁 식사 후 자유 시간에 야시장 방문 가능하며 가이드가 안내해 드립니다
145,김진명님 10월 26일 출발인데 공항 리무진 버스 시간표 알 수 있나요?,고객님 공항 리무진 버스 시간표 및 탑승 장소 안내 링크 보내드리겠습니다
146,혹시 이번 여행 호텔 수영장 수모 착용 필수인가요?,고객님 호텔 수영장은 수모 착용이 필수는 아니지만 머리를 묶으셔야 할 수 있습니다
147,11월 23일 대구 출발 12명 단체인데 골프 조 편성 미리 해야 하나요?,고객님 원활한 진행을 위해 골프 조 편성을 미리 해서 알려주시면 좋습니다
148,혹시 이번 여행 가이드님 팁 카드 결제 되나요?,고객님 가이드 팁은 현금 결제만 가능하며 달러나 현지 화폐로 준비해 주세요
